ministry,sector,state,region,implementing_agency,project_type,primary_bottleneck,original_cost_cr,planned_duration_months,project_age_months,duration_elapsed_ratio,remaining_planned_months,cumulative_expenditure_cr,physical_progress_pct,interim_financial_progress_pct,progress_decoupling_gap,expenditure_per_progress_point,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,milestone_completion_rate
Ministry of Railways,Railways,Chhattisgarh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,INTERDEPARTMENTAL_DEPENDENCY,240.74,43.0,18.0,0.4186,25.0,291.26,100.0,120.99,20.99,2.91,10,10,9,0,0.9,1.0
Ministry of Civil Aviation,Civil Aviation,Karnataka,South,Airports Authority of India (AAI),Strategic Interconnection,LAND_ACQUISITION,754.0,44.0,18.0,0.4091,26.0,1009.9,100.0,133.94,33.94,10.1,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,LAND_ACQUISITION,434.98,41.0,18.0,0.439,23.0,482.9,81.68,111.02,29.34,5.91,10,7,8,0,0.8,0.7
Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,CONTRACTOR,2284.94,65.0,18.0,0.2769,47.0,1963.38,85.71,85.93,0.22,22.91,10,8,8,0,0.8,0.8
Ministry of Power,Power,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,PROCUREMENT,551.72,54.0,18.0,0.3333,36.0,648.65,100.0,117.57,17.57,6.49,10,10,9,0,0.9,1.0
Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,ENVIRONMENTAL_CLEARANCE,2533.1,67.0,18.0,0.2687,49.0,2600.54,92.49,102.66,10.17,28.12,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,NONE,2041.23,28.0,18.0,0.6429,10.0,2300.62,100.0,112.71,12.71,23.01,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,ENVIRONMENTAL_CLEARANCE,4932.8,63.0,18.0,0.2857,45.0,2375.69,32.25,48.16,15.91,73.66,10,3,4,0,0.4,0.3
Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,NONE,1426.66,27.0,18.0,0.6667,9.0,1392.26,100.0,97.59,-2.41,13.92,10,10,0,0,0.0,1.0
Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,NONE,1051.78,49.0,18.0,0.3673,31.0,1010.51,90.35,96.08,5.73,11.18,10,8,7,1,0.7,0.8
Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,NONE,1530.28,26.0,18.0,0.6923,8.0,1613.1,100.0,105.41,5.41,16.13,10,10,8,0,0.8,1.0
Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,UTILITY_SHIFTING,152.56,51.0,18.0,0.3529,33.0,151.28,85.36,99.16,13.8,1.77,10,8,6,1,0.6,0.8
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,NONE,389.35,34.0,18.0,0.5294,16.0,395.34,100.0,101.54,1.54,3.95,10,10,0,0,0.0,1.0
Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,CONTRACTOR,914.89,70.0,18.0,0.2571,52.0,912.64,68.06,99.75,31.69,13.41,10,6,7,0,0.7,0.6
Ministry of Power,Power,Telangana,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,FOREST_CLEARANCE,3032.22,60.0,18.0,0.3,42.0,3176.97,85.25,104.77,19.52,37.27,10,8,9,0,0.9,0.8
Ministry of Civil Aviation,Civil Aviation,Rajasthan,North,Airports Authority of India (AAI),Corridor Modernization,LAND_ACQUISITION,311.51,61.0,18.0,0.2951,43.0,383.15,89.8,123.0,33.2,4.27,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,LEGAL_DISPUTE,2575.39,37.0,18.0,0.4865,19.0,3159.39,100.0,122.68,22.68,31.59,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,FOREST_CLEARANCE,150.0,39.0,18.0,0.4615,21.0,170.23,86.33,113.49,27.16,1.97,10,8,8,0,0.8,0.8
Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,ENVIRONMENTAL_CLEARANCE,644.28,38.0,18.0,0.4737,20.0,803.92,100.0,124.78,24.78,8.04,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,LAND_ACQUISITION,4773.88,26.0,18.0,0.6923,8.0,6149.79,100.0,128.82,28.82,61.5,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,CONTRACTOR,1079.94,46.0,18.0,0.3913,28.0,583.7,43.63,54.05,10.42,13.38,10,4,5,0,0.5,0.4
Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,NONE,259.04,30.0,18.0,0.6,12.0,256.97,100.0,99.2,-0.8,2.57,10,10,0,0,0.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,LAND_ACQUISITION,743.41,40.0,18.0,0.45,22.0,625.12,59.68,84.09,24.41,10.47,10,5,6,0,0.6,0.5
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,NONE,3214.92,29.0,18.0,0.6207,11.0,3234.62,100.0,100.61,0.61,32.35,10,10,0,0,0.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,INTERDEPARTMENTAL_DEPENDENCY,2010.97,57.0,18.0,0.3158,39.0,1764.42,67.59,87.74,20.15,26.1,10,6,7,0,0.7,0.6
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Madhya Pradesh,Central,Major Ports Authority,Corridor Modernization,CONTRACTOR,845.67,33.0,18.0,0.5455,15.0,849.99,100.0,100.51,0.51,8.5,10,10,0,0,0.0,1.0
Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,LAND_ACQUISITION,4516.53,31.0,18.0,0.5806,13.0,6051.24,100.0,133.98,33.98,60.51,10,10,10,0,1.0,1.0
Ministry of Jal Shakti,Water Resources,Tamil Nadu,South,National Water Development Agency,Strategic Interconnection,FOREST_CLEARANCE,228.11,42.0,18.0,0.4286,24.0,287.0,100.0,125.82,25.82,2.87,10,10,10,0,1.0,1.0
Ministry of Civil Aviation,Civil Aviation,Gujarat,West,Airports Authority of India (AAI),Capacity Augmentation / 6-Laning,NONE,760.94,56.0,18.0,0.3214,38.0,657.15,78.69,86.36,7.67,8.35,10,7,7,0,0.7,0.7
Ministry of Power,Power,West Bengal,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,PROCUREMENT,564.58,33.0,18.0,0.5455,15.0,602.08,100.0,106.64,6.64,6.02,10,10,7,0,0.7,1.0
Ministry of Power,Power,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,CONTRACTOR,768.83,38.0,18.0,0.4737,20.0,852.22,88.02,110.85,22.83,9.68,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,NONE,694.67,25.0,18.0,0.72,7.0,746.5,100.0,107.46,7.46,7.46,10,10,7,0,0.7,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Andhra Pradesh,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,PROCUREMENT,1090.32,26.0,18.0,0.6923,8.0,1212.72,100.0,111.23,11.23,12.13,10,10,7,0,0.7,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,FOREST_CLEARANCE,893.45,47.0,18.0,0.383,29.0,1141.56,100.0,127.77,27.77,11.42,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,LAND_ACQUISITION,463.82,26.0,18.0,0.6923,8.0,588.32,85.95,126.84,40.89,6.84,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Strategic Interconnection,FOREST_CLEARANCE,1262.61,42.0,18.0,0.4286,24.0,1523.1,100.0,120.63,20.63,15.23,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,LAND_ACQUISITION,161.5,67.0,18.0,0.2687,49.0,105.06,50.52,65.05,14.53,2.08,10,4,5,0,0.5,0.4
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,NONE,558.33,54.0,18.0,0.3333,36.0,474.12,66.92,84.92,18.0,7.08,10,6,6,0,0.6,0.6
Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,LAND_ACQUISITION,1182.86,70.0,18.0,0.2571,52.0,821.69,49.86,69.47,19.61,16.48,10,4,5,0,0.5,0.4
Ministry of Power,Power,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,PROCUREMENT,1045.51,39.0,18.0,0.4615,21.0,1066.71,92.45,102.03,9.58,11.54,10,8,8,0,0.8,0.8
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,918.52,58.0,18.0,0.3103,40.0,545.65,56.15,59.41,3.26,9.72,10,5,3,1,0.3,0.5
Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,NONE,1576.93,27.0,18.0,0.6667,9.0,1565.9,100.0,99.3,-0.7,15.66,10,10,0,0,0.0,1.0
Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,LEGAL_DISPUTE,1998.35,27.0,18.0,0.6667,9.0,2448.38,100.0,122.52,22.52,24.48,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Greenfield Construction,CONTRACTOR,2227.09,61.0,18.0,0.2951,43.0,2500.57,90.29,112.28,21.99,27.69,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Greenfield Construction,LAND_ACQUISITION,2857.76,60.0,18.0,0.3,42.0,3309.35,92.01,115.8,23.79,35.97,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,NONE,1389.67,57.0,18.0,0.3158,39.0,1416.37,100.0,101.92,1.92,14.16,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,NONE,178.95,61.0,18.0,0.2951,43.0,197.79,100.0,110.53,10.53,1.98,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,NONE,596.65,70.0,18.0,0.2571,52.0,184.75,32.02,30.96,-1.06,5.77,10,3,3,0,0.3,0.3
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,NONE,1054.0,44.0,18.0,0.4091,26.0,1031.94,100.0,97.91,-2.09,10.32,10,10,0,0,0.0,1.0
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,LEGAL_DISPUTE,1188.18,36.0,18.0,0.5,18.0,1492.9,93.28,125.65,32.37,16.0,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,NONE,832.1,40.0,18.0,0.45,22.0,907.11,100.0,109.01,9.01,9.07,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,ENVIRONMENTAL_CLEARANCE,337.01,57.0,18.0,0.3158,39.0,312.4,68.01,92.7,24.69,4.59,10,6,7,0,0.7,0.6
Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,FOREST_CLEARANCE,150.0,55.0,18.0,0.3273,37.0,114.74,48.09,76.49,28.4,2.39,10,4,4,0,0.4,0.4
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Madhya Pradesh,Central,Major Ports Authority,Corridor Modernization,NONE,1277.65,35.0,18.0,0.5143,17.0,1242.21,95.84,97.23,1.39,12.96,10,9,9,0,0.9,0.9
Ministry of Housing & Urban Affairs,Urban Transit,Bihar,East,Metro Rail Infrastructure SPV,Corridor Modernization,ENVIRONMENTAL_CLEARANCE,3410.4,34.0,18.0,0.5294,16.0,3588.43,85.07,105.22,20.15,42.18,10,8,7,0,0.7,0.8
Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,LAND_ACQUISITION,1410.53,28.0,18.0,0.6429,10.0,1680.7,100.0,119.15,19.15,16.81,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,LEGAL_DISPUTE,803.04,68.0,18.0,0.2647,50.0,960.66,92.66,119.63,26.97,10.37,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,LAND_ACQUISITION,320.29,54.0,18.0,0.3333,36.0,386.09,100.0,120.54,20.54,3.86,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,NONE,3393.73,46.0,18.0,0.3913,28.0,2756.71,73.02,81.23,8.21,37.75,10,6,7,0,0.7,0.6
Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Greenfield Construction,LAND_ACQUISITION,1161.9,54.0,18.0,0.3333,36.0,1438.78,91.69,123.83,32.14,15.69,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,UTILITY_SHIFTING,384.67,30.0,18.0,0.6,12.0,426.85,89.5,110.97,21.47,4.77,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Greenfield Construction,FOREST_CLEARANCE,1512.38,64.0,18.0,0.2812,46.0,1801.86,80.57,119.14,38.57,22.36,10,7,8,0,0.8,0.7
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Andhra Pradesh,South,Major Ports Authority,Capacity Augmentation / 6-Laning,NONE,708.95,59.0,18.0,0.3051,41.0,727.99,100.0,102.69,2.69,7.28,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DESIGN_CHANGE,673.62,38.0,18.0,0.4737,20.0,768.34,100.0,114.06,14.06,7.68,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,NONE,1993.2,37.0,18.0,0.4865,19.0,2116.21,100.0,106.17,6.17,21.16,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,NONE,1304.58,54.0,18.0,0.3333,36.0,1330.43,91.92,101.98,10.06,14.47,10,8,8,0,0.8,0.8
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,ENVIRONMENTAL_CLEARANCE,820.04,41.0,18.0,0.439,23.0,754.89,82.15,92.06,9.91,9.19,10,7,8,0,0.8,0.7
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,1232.69,40.0,18.0,0.45,22.0,1231.98,92.9,99.94,7.04,13.26,10,8,7,1,0.7,0.8
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,LEGAL_DISPUTE,830.75,34.0,18.0,0.5294,16.0,1047.81,100.0,126.13,26.13,10.48,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Greenfield Construction,DESIGN_CHANGE,1121.04,62.0,18.0,0.2903,44.0,1111.43,82.9,99.14,16.24,13.41,10,7,8,0,0.8,0.7
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Maharashtra,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,NONE,8143.32,36.0,18.0,0.5,18.0,7911.99,100.0,97.16,-2.84,79.12,10,10,0,0,0.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Greenfield Construction,CONTRACTOR,7761.6,49.0,18.0,0.3673,31.0,9148.8,100.0,117.87,17.87,91.49,10,10,10,0,1.0,1.0
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Bihar,East,Major Ports Authority,Greenfield Construction,FOREST_CLEARANCE,3083.01,30.0,18.0,0.6,12.0,3951.54,100.0,128.17,28.17,39.52,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,PROCUREMENT,523.98,35.0,18.0,0.5143,17.0,519.71,100.0,99.19,-0.81,5.2,10,10,0,0,0.0,1.0
Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,FOREST_CLEARANCE,1308.46,62.0,18.0,0.2903,44.0,1545.93,100.0,118.15,18.15,15.46,10,10,10,0,1.0,1.0
Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,INTERDEPARTMENTAL_DEPENDENCY,1277.75,46.0,18.0,0.3913,28.0,1586.73,100.0,124.18,24.18,15.87,10,10,10,0,1.0,1.0
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Maharashtra,West,Major Ports Authority,Capacity Augmentation / 6-Laning,FOREST_CLEARANCE,698.64,28.0,18.0,0.6429,10.0,897.65,100.0,128.49,28.49,8.98,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,LAND_ACQUISITION,3284.04,43.0,18.0,0.4186,25.0,3877.45,100.0,118.07,18.07,38.77,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,PROCUREMENT,2122.76,68.0,18.0,0.2647,50.0,2196.75,94.45,103.49,9.04,23.26,10,8,8,0,0.8,0.8
Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Corridor Modernization,LAND_ACQUISITION,1401.31,71.0,18.0,0.2535,53.0,1638.86,89.89,116.95,27.06,18.23,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,UTILITY_SHIFTING,468.11,50.0,18.0,0.36,32.0,526.56,100.0,112.49,12.49,5.27,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,186.65,47.0,18.0,0.383,29.0,201.0,100.0,107.69,7.69,2.01,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Strategic Interconnection,LAND_ACQUISITION,969.44,45.0,18.0,0.4,27.0,1215.0,100.0,125.33,25.33,12.15,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Greenfield Construction,LAND_ACQUISITION,344.39,51.0,18.0,0.3529,33.0,436.77,89.7,126.82,37.12,4.87,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,CONTRACTOR,547.21,47.0,18.0,0.383,29.0,432.38,57.49,79.02,21.53,7.52,10,5,6,0,0.6,0.5
Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DESIGN_CHANGE,2378.63,62.0,18.0,0.2903,44.0,2639.38,100.0,110.96,10.96,26.39,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Greenfield Construction,CONTRACTOR,1257.29,69.0,18.0,0.2609,51.0,1235.55,82.3,98.27,15.97,15.01,10,7,7,0,0.7,0.7
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Maharashtra,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,NONE,774.39,63.0,18.0,0.2857,45.0,791.71,100.0,102.24,2.24,7.92,10,10,6,0,0.6,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,INTERDEPARTMENTAL_DEPENDENCY,1843.81,36.0,18.0,0.5,18.0,2057.99,100.0,111.62,11.62,20.58,10,10,9,0,0.9,1.0
Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,PROCUREMENT,2762.14,29.0,18.0,0.6207,11.0,3028.92,100.0,109.66,9.66,30.29,10,10,5,0,0.5,1.0
Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,ENVIRONMENTAL_CLEARANCE,198.56,32.0,18.0,0.5625,14.0,222.52,100.0,112.07,12.07,2.23,10,10,6,0,0.6,1.0
Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,CONTRACTOR,4822.33,57.0,18.0,0.3158,39.0,4237.46,63.5,87.87,24.37,66.73,10,6,6,0,0.6,0.6
Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Corridor Modernization,LAND_ACQUISITION,679.86,28.0,18.0,0.6429,10.0,777.24,100.0,114.32,14.32,7.77,10,10,8,0,0.8,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Andhra Pradesh,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,LAND_ACQUISITION,389.35,62.0,18.0,0.2903,44.0,270.25,52.2,69.41,17.21,5.18,10,4,5,0,0.5,0.4
Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,LAND_ACQUISITION,2957.34,61.0,18.0,0.2951,43.0,2433.06,63.79,82.27,18.48,38.14,10,6,7,0,0.7,0.6
